Name,Amount,Payment Date,Payor,Payor City,Payor State,Payee,Payee City,Payee State,Description,Notice Received,LGC Purpose
"Garcia, Cristina",667,2019-11-18,Community Family Guidance Foundation,Cerritos,CA,Michelle Raygoza,Downey,CA,Fellows in Government program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,12/13/2019,Legislative
"Garcia, Cristina",2497,2019-11-12,Community Family Guidance Foundation,Cerritos,CA,Josephine's Catering,Cerritos,CA,Fellows in Government program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,12/13/2019,Legislative
"Garcia, Cristina",496,2019-11-12,Community Family Guidance Foundation,Cerritos,CA,Avenue Press,Downey,CA,Fellows in Government program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,12/13/2019,Legislative
"Garcia, Cristina",420,2019-11-08,Community Family Guidance Foundation,Cerritos,CA,Edgar Estrada,Pico Rivera,CA,Fellows in Government program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,12/13/2019,Charitable
"Garcia, Cristina",886,2019-11-05,Community Family Guidance Foundation,Cerritos,CA,Edgar Estrada,Pico Rivera,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,12/13/2019,Legislative
"Garcia, Cristina",496,2019-11-08,Community Family Guidance Foundation,Cerritos,CA,Avenue Press,Downey,CA,Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,12/13/2019,Legislative
"Garcia, Cristina",667,2019-11-01,Community Family Guidance Foundation,Cerritos,CA,Jesus Gonzalez,Lynwood,CA,Fellows in Government program enriches constituents lives by empowering them with the tools necessary to make a different in their communities,1/31/2020,Legislative
"Garcia, Cristina",245,2019-11-08,Commerce Casino,Commerce,CA,Community Family Guidance Foundation,Cerritos,CA,Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,12/13/2019,Legislative
"Garcia, Cristina",5000,2019-08-02,Commerce Casino,Commerce,CA,Community Family Guidance Foundation,Cerritos,CA,Community Movie program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,8/26/2019,Legislative
"Garcia, Cristina",20000,2019-05-30,City View,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",10000,2019-04-25,City National Bank,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",10000,2019-04-15,City National Bank,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",5000,2019-07-22,CCPOA,Sacramento,CA,Bell Gardens Youth Football and Cheer,Bell Gardens,CA,Young Football program enriches constituents lives by empowering them with the tools necessary to a make a different in their communities.,8/26/2019,Legislative
"Garcia, Cristina",1250,2019-07-15,California Latino Legislative Caucus Foundation,Los Angeles,CA,Young Men's Christian Association of Metropolitan Los Angeles,Los Angeles,CA,Contribution to California Non-Profit Public Charitable Corporation,8/14/2019,Charitable
"Garcia, Cristina",5000,2019-07-16,California Latino Legislative Caucus Foundation,Los Angeles,CA,Nancy Alejandra Regis,Montebello,CA,2019 CLLCF Scholarship Award Recipient,7/22/2019,Charitable
"Garcia, Cristina",750,2019-10-17,California Latino Legislative Caucus Foundation,Los Angeles,CA,Scholarships for Scholars of Montebelleo,Commerce,CA,Support the DACA scholarships for constituents by empowering them with the tools necessary to make a difference in their communities.,11/27/2019,Charitable
"Garcia, Cristina",2500,2019-07-19,California Apartment Association,Sacramento,CA,Community Family Guidance Foundation,Cerritos,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a different in their communities.,8/26/2019,Legislative
"Garcia, Cristina",167,2019-11-19,Cal American,Rosemead,CA,Downey Senior Center,Downey,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",292,2019-11-19,Cal American,Rosemead,CA,Commerce Community Services Dept,Commerce,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",313,2019-11-19,Cal American,Rosemead,CA,Penny Lane,Commerce,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",271,2019-11-19,Cal American,Rosemead,CA,City of Bell Gardens Parks & Rec,Bell Gardens,CA,Turkey giveaway before Thanksgiving,12/31/2019,Charitable
"Garcia, Cristina",10000,2019-04-10,Blackstone,New York,NY,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",2500,2019-01-18,Beverly Hospital,Montebello,CA,Community Family Guidance Foundation,Cerritos,CA,The Pride 58 program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,3/29/2019,Legislative
"Garcia, Cristina",5000,2019-04-08,Bank of America,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",20000,2019-04-02,Banc of California,Santa Ana,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",1806,2019-08-19,Avenue Press,Downey,CA,Community Family Guidance Foundation,Cerritos,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a different in their communities. ,10/3/2019,Legislative
"Garcia, Cristina",1000,2019-03-22,Athens Services,City of Industry,CA,Community Family Guidance Foundation,Cerritos,CA,Women of the year enriches the constituents lives by empowering them with the tools necessary to make a difference in their communities.,5/28/2019,Legislative
"Garcia, Cristina",25000,2019-05-13,Annenberg Foundation,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,8/27/2019,Charitable
"Garcia, Cristina",3500,2019-11-08,Amapola,Downey,CA,Community Family Guidance Foundation,Cerritos,CA,"Fellows in Government program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities,",12/13/2019,Legislative
"Garcia, Eduardo",5000,2019-07-16,California Latino Legislative Caucus Foundation,Los Angeles,CA,Lizzbeth Valley Tavares,Brawley,CA,2019 CLCCF Scholarship Award Recipient,7/29/2019,Charitable
"Garcia, Maria",1000,2019-10-25,US Battery,Corona,CA,Community Family Guidance Foundation,Cerritos,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,12/9/2019,Legislative
"Garcia, Maria",2745,2019-10-25,Community Family Guidance Foundation,Cerritos,CA,Edgar Estrada,Pico Rivera,CA,Young Legislature program enriches constituents lives by empowering them with the tools necessary to make a difference in their communities.,12/9/2019,Legislative
"Gipson, Mike",5000,2019-03-14,WPIC Construction LLC,Monrovia,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",5000,2019-05-20,United Airlines,Houston,TX,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",5000,2019-04-10,The Walt Disney Company,Burbank,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",10000,2019-05-01,The Boeing Company,Seal Beach,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",5000,2019-04-02,Temescal Canyon Association,Pacific Palisades,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",10000,2019-04-05,Southern California Gas Company,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",5000,2019-04-22,Robert Insolia,Bedford,NY,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",10000,2019-05-07,Nixon Peaboody,Pacific Palisades,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",10000,2019-05-01,"National Foundation for Affordable Housing Solutions, Inc",Rockville,MD,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",5000,2019-03-12,Moran & Company,San Francisco,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",5000,2019-04-16,Mitsubishi Corporation (Americas),Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",10000,2019-07-01,John Ek,San Pedro,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",10000,2019-05-02,Jacobs,Oak Ridge,TN,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",5000,2019-05-20,Institutional Property Advisors,Palo Alto,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",5000,2019-04-30,"Greenberg Traurig, LLP",Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",5000,2019-04-22,Goodwin Procter,New York,NY,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",5000,2019-03-06,Gallagher Chapman,Glendale,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",30000,2019-05-14,Edison International,Rosemead,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to a charitable organization,9/4/2019,Charitable
"Gipson, Mike",5000,2019-04-09,Eastdill Secured LLC,Santa Monica,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",5000,2019-04-01,Deloitte Touche,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",10000,2019-03-25,"Cox, Castle & Nicholson LLP",Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",20000,2019-05-30,City View,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",10000,2019-04-15,City National Bank,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",10000,2019-04-25,City National Bank,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",10000,2019-04-10,Blackstone,New York,NY,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",5000,2019-04-08,Bank of America,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",20000,2019-04-02,Banc of California,Santa Ana,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gipson, Mike",25000,2019-05-13,Annenberg Foundation,Los Angeles,CA,Los Angeles Conservation Corps,Los Angeles,CA,Donation to charitable organization,9/4/2019,Charitable
"Gloria, Todd",10000,2019-12-11,Zion Bank Corporation,Salt Lake City,UT,MAAC,Chula Vista,CA,Donation to the social service agency in San Diego County that supports individuals and families overcome cycles of dependency and poverty.,2/11/2020,Charitable
"Gloria, Todd",10000,2019-11-01,Sun Country Builders,Carlsbad,CA,Metropolitan Area Advisory Committee,Chula Vista,CA,Donation to the social service agency in San Diego County that supports individuals and families overcome cycles of dependency and poverty.,12/13/2019,Charitable
"Gloria, Todd",2000,2019-02-13,Reyes Coca-Cola Bottling Company,Los Angeles,CA,Bomberos de San Diego,Chula Vista,CA,Bomberos holiday turkey drive.,4/16/2019,Charitable
"Gloria, Todd",3000,2019-01-16,Reyes Coca-Cola Bottling,Los Angeles,CA,San Diego City Firefighters - Local 145,San Diego,CA,Well-being of local San Diego families - Adopt a Family Holiday Toy Drive.,4/12/2019,Charitable
"Gloria, Todd",3000,2019-01-16,Reyes Coca-Cola Bottling,Los Angeles,CA,San Diego City Firefighters - Local 145,San Diego,CA,Well-being of local San Diego families - Adopt a Family Holiday Toy Drive.,3/5/2019,Charitable
"Gloria, Todd",10000,2019-11-01,Marsh & McLennan Insurance Agency LLC,San Diego,CA,Metropolitan Area Advisory Committee,Chula Vista,CA,Donation to the social service agency in San Diego County that supports individuals and families overcome cycles of dependency and poverty.,12/13/2019,Charitable
"Gloria, Todd",5000,2019-11-01,Maramont Holdings Corporation,Berkeley,CA,Metropolitan Area Advisory Committee,Chula Vista,CA,Donation to the social service agency in San Diego County that supports individuals and families overcome cycles of dependency and poverty.,1/3/2020,Charitable
"Gloria, Todd",5000,2019-11-01,Kaiser Permanente,San Diego,CA,Metropolitan Area Advisory Committee,Chula Vista,CA,Donation to the social service agency in San Diego County that supports individuals and families overcome cycles of dependency and poverty.,12/13/2019,Charitable
"Gloria, Todd",15000,2019-11-01,JPMorgan Chase & Co,San Francisco,CA,Metropolitan Area Advisory Committee,Chula Vista,CA,Donation to the social service agency in San Diego County that supports individuals and families overcome cycles of dependency and poverty.,12/13/2019,Charitable
"Gloria, Todd",10000,2019-11-01,East West Bank,Pasadena,CA,Metropolitan Area Advisory Committee,Chula Vista,CA,Donation to the social service agency in San Diego County that supports individuals and families overcome cycles of dependency and poverty.,12/13/2019,Charitable
